character,character_normalized,dialogue,context,character_state,dialogue_type,motivation,line_number,scene,movie,word_count,sentiment
HAN,Han Solo,Oh yeah… Watch this. 222. INT MILLENNIUM FALCON –,"Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1524,Unknown,The Empire Strikes Back,9,neutral
REVERSE,Reverse,POV over shoulder out cockpit window as stars DO NOT,General conversation,Resistant/Negative,Statement,Opposing,1526,Unknown,The Empire Strikes Back,10,negative
FALCON,Falcon,– COCKPIT,General conversation,Urgent/Commanding,Exclamation,Assertive,1528,Unknown,The Empire Strikes Back,2,neutral
LEIA,Princess Leia,Watch what?,"Rebel leadership, royal dignity",Inquisitive,Question,Seeking information,1531,Unknown,The Empire Strikes Back,2,neutral
HAN,Han Solo,I think we’re in trouble.,"Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1533,Unknown,The Empire Strikes Back,5,neutral
THREEPIO,C-3PO,"If I may say so, Sir, I noticed earlier that the entire main","Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,1534,Unknown,The Empire Strikes Back,13,negative
HAN,Han Solo,We’re in trouble!,"Smuggler confidence, roguish charm",Urgent/Commanding,Exclamation,Assertive,1536,Unknown,The Empire Strikes Back,3,neutral
TIE,Tie,FIGHTERS – STAR DESTROYER SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,1538,Unknown,The Empire Strikes Back,5,neutral
FULL,Full,SHOT – The Falcon races over camera into the starry vastness,General conversation,Neutral,Statement,Conversational,1539,Unknown,The Empire Strikes Back,11,neutral
FULL,Full,"SHOT, HOTH – Luke’s fighter speeds away from the tiny",General conversation,Neutral,Statement,Conversational,1542,Unknown,The Empire Strikes Back,10,neutral
FULL,Full,"SHOT – Luke’s fighter over camera, wings closed disappears",General conversation,Neutral,Statement,Conversational,1544,Unknown,The Empire Strikes Back,9,neutral
CLOSE,Close,"SHOT Luke’s interior fighter, very small planet in",General conversation,Neutral,Statement,Conversational,1546,Unknown,The Empire Strikes Back,8,neutral
INT,Int,COCKPIT – LUKE’S X WING – SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,1548,Unknown,The Empire Strikes Back,7,neutral
FULL,Full,"SHOT – Fighter comes to camera, banks sharply to left. PAN",General conversation,Neutral,Statement,Conversational,1551,Unknown,The Empire Strikes Back,11,neutral
OVER,Over,ARTOO looking forward as the stars continue to move right to,General conversation,Positive/Agreeable,Statement,Supportive,1554,Unknown,The Empire Strikes Back,11,positive
WING,Wing,– SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,1556,Unknown,The Empire Strikes Back,2,neutral
INT,Int,"CLOSE-UP LUKE, stars in background slowly moving from the",General conversation,Neutral,Statement,Conversational,1557,Unknown,The Empire Strikes Back,9,neutral
SIDE,Side,VIEW of Artoo as he begins his protest. Artoo whistles an,General conversation,Neutral,Statement,Conversational,1563,Unknown,The Empire Strikes Back,11,neutral
LUKE,Luke Skywalker,We’re going to the Dagobah System. (Artoo beeps) We have,"Jedi training, heroic journey",Neutral,Statement,Conversational,1566,Unknown,The Empire Strikes Back,10,neutral
LUKE,Luke Skywalker,"Yes, Artoo.","Jedi training, heroic journey",Positive/Agreeable,Statement,Supportive,1573,Unknown,The Empire Strikes Back,2,positive
LUKE,Luke Skywalker,"Yes, Artoo, I know the Dagobah System doesn’t appear on any","Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,1575,Unknown,The Empire Strikes Back,11,negative
LUKE,Luke Skywalker,"Trust me, Artoo. I know where I’m going and I’ll get us there","Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,1586,Unknown,The Empire Strikes Back,13,negative
SHIPS,Ships,– MILLENNIUM FALCON,General conversation,Urgent/Commanding,Exclamation,Assertive,1588,Unknown,The Empire Strikes Back,3,neutral
FALCON,Falcon,– SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,1592,Unknown,The Empire Strikes Back,2,neutral
SIDE,Side,VIEW INT COCKPIT right to left. Stars race by left to right as,General conversation,Positive/Agreeable,Statement,Supportive,1593,Unknown,The Empire Strikes Back,13,positive
FALCON,Falcon,– SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,1595,Unknown,The Empire Strikes Back,2,neutral
HAN,Han Solo,Horizontal booster… (Chewie barks) Alluvial damper… (Chewie,"Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1598,Unknown,The Empire Strikes Back,7,neutral
HAN,Han Solo,That was no laser blast… something hit us…,"Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1604,Unknown,The Empire Strikes Back,8,negative
LEIA,Princess Leia,Or you ran into something… 237. INT COCKPIT –,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,1605,Unknown,The Empire Strikes Back,9,neutral
MILLENNIUM,Millennium,FALCON,General conversation,Urgent/Commanding,Exclamation,Assertive,1606,Unknown,The Empire Strikes Back,1,neutral
POV,Pov,out front cockpit window as asteroids race by right to left. 238.,General conversation,Positive/Agreeable,Statement,Supportive,1607,Unknown,The Empire Strikes Back,12,positive
INT,Int,COCKPIT – MILLENNIUM FALCON – ASTEROID BELT,General conversation,Urgent/Commanding,Exclamation,Assertive,1608,Unknown,The Empire Strikes Back,7,neutral
HAN,Han Solo,"Asteroids! Chewie, bank left, let’s find out where they’re coming","Smuggler confidence, roguish charm",Urgent/Commanding,Exclamation,Assertive,1611,Unknown,The Empire Strikes Back,10,neutral
LEIA,Princess Leia,Probably an asteroid field…,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,1613,Unknown,The Empire Strikes Back,4,neutral
HAN,Han Solo,Let’s hope so… it’s just the chance we need.,"Smuggler confidence, roguish charm",Requesting,Statement,Seeking assistance,1614,Unknown,The Empire Strikes Back,9,neutral
LEIA,Princess Leia,To get killed… you’re not seriously going into an asteroid field?,"Rebel leadership, royal dignity",Inquisitive,Question,Seeking information,1615,Unknown,The Empire Strikes Back,11,neutral
HAN,Han Solo,"Aren’t I? Hang on, sweetheart. We’re gonna do some flyin’.","Smuggler confidence, roguish charm",Inquisitive,Question,Seeking information,1616,Unknown,The Empire Strikes Back,10,neutral
THREEPIO,C-3PO,"If I might remind you, sir, the probability of successfully","Protocol droid formality, worry",Neutral,Statement,Conversational,1619,Unknown,The Empire Strikes Back,10,neutral
INT,Int,COCKPIT – MILLENNIUM FALCON – ASTEROID BELT,General conversation,Urgent/Commanding,Exclamation,Assertive,1623,Unknown,The Empire Strikes Back,7,neutral
OVER,Over,SHOULDER POV as stars move right to left as the Falcon,General conversation,Positive/Agreeable,Statement,Supportive,1624,Unknown,The Empire Strikes Back,11,positive
CLOSE-UP,Close-Up,of asteroid as it tumbles away from the camera a fast,General conversation,Neutral,Statement,Conversational,1629,Unknown,The Empire Strikes Back,11,neutral
MILLENNIUM,Millennium,FALCON – TIE FIGHTERS – ASTEROID BELT.,General conversation,Urgent/Commanding,Exclamation,Assertive,1638,Unknown,The Empire Strikes Back,7,neutral
FULL,Full,"SIDE VIEW, TRUCKING with the Falcon as it dodges an",General conversation,Neutral,Statement,Conversational,1639,Unknown,The Empire Strikes Back,10,neutral
FULL,Full,SHOT – Vader’s Star Destroyer and two others flanked by,General conversation,Neutral,Statement,Conversational,1645,Unknown,The Empire Strikes Back,10,neutral
ADMIRAL,Admiral,PIETT hesitates in the entryway to Vader’s private cubicle.,General conversation,Neutral,Statement,Conversational,1649,Unknown,The Empire Strikes Back,9,neutral
ADMIRAL,Admiral,PIETT My lord.,General conversation,Neutral,Statement,Conversational,1650,Unknown,The Empire Strikes Back,3,neutral
VADER,Darth Vader,"(OS) Come in, Admiral.","Dark Side presence, Imperial authority",Neutral,Statement,Conversational,1651,Unknown,The Empire Strikes Back,4,neutral
ADMIRAL,Admiral,PIETT Our pursuit ships have sighted the Millennium,General conversation,Neutral,Statement,Conversational,1659,Unknown,The Empire Strikes Back,8,neutral
VADER,Darth Vader,"Asteroids don’t concern me, Admiral. I want that ship, not","Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,1661,Unknown,The Empire Strikes Back,10,negative
ADMIRAL,Admiral,"PIETT (worried) Soon, Lord Vader.",General conversation,Neutral,Statement,Conversational,1664,Unknown,The Empire Strikes Back,5,neutral
VADER,Darth Vader,"(ominous) Yes, Admiral… soon. 245. EXT MILLENNIUM","Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,1665,Unknown,The Empire Strikes Back,7,negative
FALCON,Falcon,– TIE FIGHTERS – ASTEROID BELT.,General conversation,Urgent/Commanding,Exclamation,Assertive,1666,Unknown,The Empire Strikes Back,6,neutral
FULL,Full,SHOT of two huge asteroids tumbling toward camera as the,General conversation,Neutral,Statement,Conversational,1667,Unknown,The Empire Strikes Back,10,neutral
FULL,Full,SHOT Star Destroyer coming to camera blasting oncoming,General conversation,Neutral,Statement,Conversational,1673,Unknown,The Empire Strikes Back,8,neutral
ASTEROID,Asteroid,BELT.,General conversation,Urgent/Commanding,Exclamation,Assertive,1676,Unknown,The Empire Strikes Back,1,neutral
FULL,Full,TWISTING SHOT of the Falcon on its side as it races under,General conversation,Neutral,Statement,Conversational,1677,Unknown,The Empire Strikes Back,12,neutral
MILLENNIUM,Millennium,FALCON – ASTEROID FIELD,General conversation,Urgent/Commanding,Exclamation,Assertive,1681,Unknown,The Empire Strikes Back,4,neutral
FALCON,Falcon,– ASTEROID BELT,General conversation,Urgent/Commanding,Exclamation,Assertive,1684,Unknown,The Empire Strikes Back,3,neutral
INT,Int,"POV out cockpit window as a big asteroid drops past the window,",General conversation,Neutral,Statement,Conversational,1685,Unknown,The Empire Strikes Back,12,neutral
FALCON,Falcon,– ASTEROID BELT,General conversation,Urgent/Commanding,Exclamation,Assertive,1687,Unknown,The Empire Strikes Back,3,neutral
HAN,Han Solo,"Well, you said you wanted to be there when I was wrong.","Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1693,Unknown,The Empire Strikes Back,12,neutral
LEIA,Princess Leia,I take it back.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,1694,Unknown,The Empire Strikes Back,4,neutral
HAN,Han Solo,That Star Destroyer is slowing down.,"Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1695,Unknown,The Empire Strikes Back,6,neutral
LEIA,Princess Leia,Good. 251. INT COCKPIT – MILLENNIUM FALCON –,"Rebel leadership, royal dignity",Positive/Agreeable,Statement,Supportive,1696,Unknown,The Empire Strikes Back,8,positive
SIDE,Side,VIEW INT FULL SHOT of group as asteroids race by outside,General conversation,Neutral,Statement,Conversational,1698,Unknown,The Empire Strikes Back,11,neutral
LEIA,Princess Leia,I’m against that.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,1701,Unknown,The Empire Strikes Back,3,neutral
HAN,Han Solo,We’ve got to get out of this shower.,"Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1702,Unknown,The Empire Strikes Back,8,neutral
LEIA,Princess Leia,Now you’re making sense.,"Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,1703,Unknown,The Empire Strikes Back,4,negative
HAN,Han Solo,Right. I’m going to get in closer to one of these big ones…,"Smuggler confidence, roguish charm",Positive/Agreeable,Statement,Supportive,1704,Unknown,The Empire Strikes Back,13,positive
THREEPIO,C-3PO,Closer?!,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,1705,Unknown,The Empire Strikes Back,1,neutral
LEIA,Princess Leia,Closer?!,"Rebel leadership, royal dignity",Urgent/Commanding,Exclamation,Assertive,1706,Unknown,The Empire Strikes Back,1,neutral
INT,Int,OVER THE SHOULDER POV of the dense asteroid field as a,General conversation,Neutral,Statement,Conversational,1709,Unknown,The Empire Strikes Back,11,neutral
FULL,Full,MOVING SHOT as the Millennium Falcon dives away from,General conversation,Neutral,Statement,Conversational,1713,Unknown,The Empire Strikes Back,9,neutral
FULL,Full,OVERHEAD VIEW as the Falcon moving right to left skims the,General conversation,Positive/Agreeable,Statement,Supportive,1719,Unknown,The Empire Strikes Back,11,positive
GIANT,Giant,ASTEROID.,General conversation,Urgent/Commanding,Exclamation,Assertive,1722,Unknown,The Empire Strikes Back,1,neutral
LOW,Low,TRUCKING across surface as the Falcon and Ties race to,General conversation,Neutral,Statement,Conversational,1723,Unknown,The Empire Strikes Back,10,neutral
MILLENNIUM,Millennium,FALCON – TIE FIGHTERS – GIANT ASTEROID.,General conversation,Urgent/Commanding,Exclamation,Assertive,1725,Unknown,The Empire Strikes Back,7,neutral
REVERSE,Reverse,LOW TRUCKING as the Falcon and the two Tie fighters,General conversation,Neutral,Statement,Conversational,1726,Unknown,The Empire Strikes Back,10,neutral
FIGHTER,Fighter,– GIANT ASTEROID,General conversation,Urgent/Commanding,Exclamation,Assertive,1728,Unknown,The Empire Strikes Back,3,neutral
POV,Pov,"of giant asteroid racing to camera from out of the starry sky,",General conversation,Neutral,Statement,Conversational,1731,Unknown,The Empire Strikes Back,12,neutral
FIGHTERS,Fighters,– GIANT ASTEROID.,General conversation,Urgent/Commanding,Exclamation,Assertive,1733,Unknown,The Empire Strikes Back,3,neutral
LOW,Low,TRUCKING SHOT of the Falcon as it races toward camera and,General conversation,Neutral,Statement,Conversational,1734,Unknown,The Empire Strikes Back,11,neutral
MILLENNIUM,Millennium,FALCON – SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,1739,Unknown,The Empire Strikes Back,3,neutral
HAN,Han Solo,"There, there. Chewie get a reading on that. Looks pretty good.","Smuggler confidence, roguish charm",Positive/Agreeable,Statement,Supportive,1742,Unknown,The Empire Strikes Back,11,positive
LEIA,Princess Leia,What is it?,"Rebel leadership, royal dignity",Inquisitive,Question,Seeking information,1743,Unknown,The Empire Strikes Back,3,neutral
HAN,Han Solo,That should do nicely. 261. INT COCKPIT – MILLENNIUM,"Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1744,Unknown,The Empire Strikes Back,9,neutral
FALCON,Falcon,– GIANT ASTEROID POV OVER THE SHOULDER out,General conversation,Neutral,Statement,Conversational,1745,Unknown,The Empire Strikes Back,8,neutral
FULL,Full,SHOT of the Millennium Falcon as it dives into the huge crater,General conversation,Neutral,Statement,Conversational,1748,Unknown,The Empire Strikes Back,12,neutral
SURFACE,Surface,AND CRATER,General conversation,Urgent/Commanding,Exclamation,Assertive,1750,Unknown,The Empire Strikes Back,2,neutral
FULL,Full,SHOT of Falcon racing over camera and down into crater. The,General conversation,Neutral,Statement,Conversational,1751,Unknown,The Empire Strikes Back,11,neutral
FULL,Full,SHOT X WING over camera and away toward the cloud cover,General conversation,Neutral,Statement,Conversational,1756,Unknown,The Empire Strikes Back,11,neutral
ARTOO,R2-D2,– SPACE,"Astromech communication, loyalty",Urgent/Commanding,Exclamation,Assertive,1758,Unknown,The Empire Strikes Back,2,neutral
CLOSE,Close,SIDE VIEW of R-2 as he rides on the back of the X,General conversation,Neutral,Statement,Conversational,1759,Unknown,The Empire Strikes Back,13,neutral
CLOSE-UP,Close-Up,LUKE FRONT with stars moving right to left in,General conversation,Positive/Agreeable,Statement,Supportive,1761,Unknown,The Empire Strikes Back,9,positive
LUKE,Luke Skywalker,"Yes, that’s Dagobah, Artoo… looks a little grim doesn’t","Jedi training, heroic journey",Positive/Agreeable,Statement,Supportive,1764,Unknown,The Empire Strikes Back,9,positive
